group_id,participant_id,stimuli_presented,context_type,silly_or_annoying,sarc,witty,z_silly_or_annoying,z_sarc,z_witty,intention,int1_crit_harsher,int2_crit_softer,int3_mock_hilarious,int4_mock_friendly,int5_natural,int6_direct,int7_be_nice,int8_clever,generally_sarcastic,sarc_def1,sarc_def2,sarc_def3,sarc_def4,sarc_def5,gender,edu,native,b5_agreeableness,b5_agreeableness_2,b5_conscientiousness,b5_conscientiousness_2,b5_extraversion,b5_extraversion_2,b5_neuroticism,b5_neuroticism_2,b5_openness,b5_openness_2,b5_agree,b5_consci,b5_extra,b5_neuro,b5_open
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,14nn,nn,5,3,4,1.082849225,-0.768946448,-0.220869924,['crit_softer'],0,1,0,0,0,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,15nn,nn,5,5,4,1.082849225,1.768576831,-0.220869924,['crit_softer'],0,1,0,0,0,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,1nn,nn,4,5,5,0.031848507,1.768576831,0.820374002,['mock_hilarious'],0,0,1,0,0,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,1n,n,3,4,4,-1.019152212,0.499815191,-0.220869924,['natural'],0,0,0,0,1,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,10n,n,3,4,4,-1.019152212,0.499815191,-0.220869924,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,12n,n,4,3,4,0.031848507,-0.768946448,-0.220869924,['crit_harsher'],1,0,0,0,0,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,11nn,nn,3,3,3,-1.019152212,-0.768946448,-1.262113849,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,5nn,nn,2,3,5,-2.070152931,-0.768946448,0.820374002,['clever'],0,0,0,0,0,0,0,1,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,4n,n,4,3,5,0.031848507,-0.768946448,0.820374002,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,13n,n,3,3,4,-1.019152212,-0.768946448,-0.220869924,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,9nn,nn,5,4,5,1.082849225,0.499815191,0.820374002,['mock_friendly'],0,0,0,1,0,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,10nn,nn,3,3,4,-1.019152212,-0.768946448,-0.220869924,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,16nn,nn,3,3,4,-1.019152212,-0.768946448,-0.220869924,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,13nn,nn,4,4,3,0.031848507,0.499815191,-1.262113849,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,5n,n,5,4,3,1.082849225,0.499815191,-1.262113849,['clever'],0,0,0,0,0,0,0,1,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,8n,n,4,3,3,0.031848507,-0.768946448,-1.262113849,['natural'],0,0,0,0,1,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,14n,n,3,3,3,-1.019152212,-0.768946448,-1.262113849,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,6n,n,4,4,5,0.031848507,0.499815191,0.820374002,['natural'],0,0,0,0,1,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,4nn,nn,5,3,5,1.082849225,-0.768946448,0.820374002,['crit_harsher'],1,0,0,0,0,0,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,12nn,nn,4,3,5,0.031848507,-0.768946448,0.820374002,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,7nn,nn,4,4,5,0.031848507,0.499815191,0.820374002,['direct'],0,0,0,0,0,1,0,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,16n,n,4,3,3,0.031848507,-0.768946448,-1.262113849,['be_nice'],0,0,0,0,0,0,1,0,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group50,8a6b2ea2345b3b73cfd311f008e74c368b7a0e9bd5f38cbdf9e8977b6db72142,3nn,nn,4,3,5,0.031848507,-0.768946448,0.820374002,['clever'],0,0,0,0,0,0,0,1,5,6,6,4,4,4,male,undergraduate degree,Other,5,5,5,5,1,3,3,2,3,5,5,5,2,2.5,4
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,example,n,3,6,3,1.903989187,1.58763925,3.445843938,"['mock_friendly', 'mock_hilarious']",0,0,1,1,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,6nn,nn,4,3,3,3.067538135,0.171636676,3.445843938,['direct'],0,0,0,0,0,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,13nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'direct']",0,0,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,14n,n,4,4,1,3.067538135,0.643637534,-0.344584394,['mock_hilarious'],0,0,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,16nn,nn,1,4,1,-0.423108708,0.643637534,-0.344584394,['mock_hilarious'],0,0,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,4n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,11n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,12nn,nn,2,1,1,0.740440239,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,1nn,nn,1,6,2,-0.423108708,1.58763925,1.550629772,['mock_hilarious'],0,0,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,5n,n,1,6,2,-0.423108708,1.58763925,1.550629772,['mock_hilarious'],0,0,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,3nn,nn,1,4,1,-0.423108708,0.643637534,-0.344584394,"['mock_friendly', 'mock_hilarious']",0,0,1,1,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,14nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,4nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,7nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'direct']",0,0,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,10nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'direct']",0,0,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,15n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,6n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'direct']",0,0,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,9nn,nn,2,6,1,0.740440239,1.58763925,-0.344584394,['mock_hilarious'],0,0,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,2n,n,1,6,1,-0.423108708,1.58763925,-0.344584394,"['mock_friendly', 'mock_hilarious']",0,0,1,1,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,3n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'direct']",0,0,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,15nn,nn,1,6,1,-0.423108708,1.58763925,-0.344584394,['mock_hilarious'],0,0,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,7n,n,3,2,1,1.903989187,-0.300364182,-0.344584394,['mock_hilarious'],0,0,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,8n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'crit_softer', 'direct']",0,1,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,8nn,nn,1,6,1,-0.423108708,1.58763925,-0.344584394,"['crit_softer', 'mock_hilarious']",0,1,1,0,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,9n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,['be_nice'],0,0,0,0,0,0,1,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,12n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,11nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'direct']",0,0,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,1n,n,1,5,1,-0.423108708,1.115638392,-0.344584394,"['mock_friendly', 'mock_hilarious']",0,0,1,1,0,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,5nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,10n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'crit_softer', 'direct']",0,1,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,2nn,nn,1,1,1,-0.423108708,-0.772365041,-0.344584394,"['natural', 'direct']",0,0,0,0,1,1,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,16n,n,1,4,1,-0.423108708,0.643637534,-0.344584394,"['natural', 'mock_hilarious']",0,0,1,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group40,86df2998157d2e8cc4b8afb2f4503c873f1d4944903830fbd36487112beb0af8,13n,n,1,1,1,-0.423108708,-0.772365041,-0.344584394,['natural'],0,0,0,0,1,0,0,0,6,5,3,6,3,4,male,high school diploma,British English,6,4,3,4,3,2,3,4,3,4,5,3.5,2.5,3.5,3.5
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,example,n,2,6,5,-0.632277797,2.876412474,2.800560168,"['mock_hilarious', 'clever']",0,0,1,0,0,0,0,1,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,14n,n,2,3,2,-0.632277797,0.767043327,0.280056017,"['crit_softer', 'mock_friendly', 'direct']",0,1,0,1,0,1,0,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,12nn,nn,5,1,1,1.208766377,-0.639202772,-0.560112034,['direct'],0,0,0,0,0,1,0,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,16n,n,1,1,2,-1.245959189,-0.639202772,0.280056017,"['natural', 'direct', 'be_nice']",0,0,0,0,1,1,1,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,3n,n,2,1,1,-0.632277797,-0.639202772,-0.560112034,"['direct', 'be_nice']",0,0,0,0,0,1,1,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,4n,n,2,1,2,-0.632277797,-0.639202772,0.280056017,"['natural', 'crit_softer', 'direct']",0,1,0,0,1,1,0,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,11nn,nn,5,1,2,1.208766377,-0.639202772,0.280056017,"['natural', 'crit_softer', 'direct']",0,1,0,0,1,1,0,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,13n,n,1,1,1,-1.245959189,-0.639202772,-0.560112034,"['natural', 'direct']",0,0,0,0,1,1,0,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,15n,n,1,1,1,-1.245959189,-0.639202772,-0.560112034,"['natural', 'direct', 'be_nice']",0,0,0,0,1,1,1,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,5nn,nn,4,1,1,0.595084986,-0.639202772,-0.560112034,"['natural', 'direct', 'be_nice']",0,0,0,0,1,1,1,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,2nn,nn,1,4,5,-1.245959189,1.470166376,2.800560168,"['mock_hilarious', 'clever']",0,0,1,0,0,0,0,1,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,1n,n,1,1,1,-1.245959189,-0.639202772,-0.560112034,"['natural', 'direct']",0,0,0,0,1,1,0,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,7nn,nn,3,1,1,-0.018596406,-0.639202772,-0.560112034,"['crit_softer', 'direct']",0,1,0,0,0,1,0,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
Group50,e8de4dbb355cd595d0dab0c07f7ea67bbc4a46ad16cbf4ffbe64eb39020f6de2,9nn,nn,4,2,1,0.595084986,0.063920277,-0.560112034,"['natural', 'direct', 'be_nice']",0,0,0,0,1,1,1,0,5,5,3,4,3,5,male,high school diploma,Other,3,5,5,6,4,4,3,2,2,6,4,5.5,4,2.5,4
